,Date,Open,High,Low,Close,Adj Close,Volume
0,1993-05-04,76.2300033569336,76.2300033569336,76.2300033569336,76.2300033569336,76.226318359375,0
1,1993-05-05,76.88999938964844,76.88999938964844,76.88999938964844,76.88999938964844,76.88628387451172,0
2,1993-05-06,76.41999816894531,76.41999816894531,76.41999816894531,76.41999816894531,76.41630554199219,0
3,1993-05-07,77.08999633789062,77.08999633789062,77.08999633789062,77.08999633789062,77.08627319335938,0
4,1993-05-10,77.02999877929688,77.02999877929688,77.02999877929688,77.02999877929688,77.02627563476562,0
5,1993-05-11,76.54000091552734,76.54000091552734,76.54000091552734,76.54000091552734,76.53630065917969,0
6,1993-05-12,75.80000305175781,75.80000305175781,75.80000305175781,75.80000305175781,75.79634094238281,0
7,1993-05-13,75.05999755859375,75.05999755859375,75.05999755859375,75.05999755859375,75.05636596679688,0
8,1993-05-14,75.93000030517578,75.93000030517578,75.93000030517578,75.93000030517578,75.92632293701172,0
9,1993-05-17,76.62999725341797,76.62999725341797,76.62999725341797,76.62999725341797,76.62628936767578,0
10,1993-05-18,78.4000015258789,78.4000015258789,78.4000015258789,78.4000015258789,78.39620971679688,0
11,1993-05-19,80.3499984741211,80.3499984741211,80.3499984741211,80.3499984741211,80.34611511230469,0
12,1993-05-20,80.73999786376953,80.73999786376953,80.73999786376953,80.73999786376953,80.73609924316406,0
13,1993-05-21,79.22000122070312,79.22000122070312,79.22000122070312,79.22000122070312,79.21617126464844,0
14,1993-05-24,80.47000122070312,80.47000122070312,80.47000122070312,80.47000122070312,80.46611022949219,0
15,1993-05-25,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,79.8961410522461,0
16,1993-05-26,82.38999938964844,82.38999938964844,82.38999938964844,82.38999938964844,82.38601684570312,0
17,1993-05-27,82.04000091552734,82.04000091552734,82.04000091552734,82.04000091552734,82.0360336303711,0
18,1993-05-28,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,80.63610076904297,0
19,1993-06-01,81.91999816894531,81.91999816894531,81.91999816894531,81.91999816894531,81.9160385131836,0
20,1993-06-02,82.77999877929688,82.77999877929688,82.77999877929688,82.77999877929688,82.7760009765625,0
21,1993-06-03,82.94999694824219,82.94999694824219,82.94999694824219,82.94999694824219,82.94598388671875,0
22,1993-06-04,82.69999694824219,82.69999694824219,82.69999694824219,82.69999694824219,82.69599914550781,0
23,1993-06-07,81.22000122070312,81.22000122070312,81.22000122070312,81.22000122070312,81.21607208251953,0
24,1993-06-08,80.4800033569336,80.4800033569336,80.4800033569336,80.4800033569336,80.47611236572266,0
25,1993-06-09,80.2300033569336,80.2300033569336,80.2300033569336,80.2300033569336,80.22611999511719,0
26,1993-06-10,79.62000274658203,79.62000274658203,79.62000274658203,79.62000274658203,79.61615753173828,0
27,1993-06-11,80.62000274658203,80.62000274658203,80.62000274658203,80.62000274658203,80.61610412597656,0
28,1993-06-14,81.27999877929688,81.27999877929688,81.27999877929688,81.27999877929688,81.27606964111328,0
29,1993-06-15,80.70999908447266,80.70999908447266,80.70999908447266,80.70999908447266,80.70610046386719,0
30,1993-06-16,79.86000061035156,79.86000061035156,79.86000061035156,79.86000061035156,79.85614013671875,0
31,1993-06-17,78.87000274658203,78.87000274658203,78.87000274658203,78.87000274658203,78.8661880493164,0
32,1993-06-18,77.86000061035156,77.86000061035156,77.86000061035156,77.86000061035156,77.85623931884766,0
33,1993-06-21,78.13999938964844,78.13999938964844,78.13999938964844,78.13999938964844,78.13622283935547,0
34,1993-06-22,78.06999969482422,78.06999969482422,78.06999969482422,78.06999969482422,78.06622314453125,0
35,1993-06-23,77.44000244140625,77.44000244140625,77.44000244140625,77.44000244140625,77.4362564086914,0
36,1993-06-24,77.94999694824219,77.94999694824219,77.94999694824219,77.94999694824219,77.94622802734375,0
37,1993-06-25,79.37999725341797,79.37999725341797,79.37999725341797,79.37999725341797,79.37615966796875,0
38,1993-06-28,79.9800033569336,79.9800033569336,79.9800033569336,79.9800033569336,79.97614288330078,0
39,1993-06-29,78.81999969482422,78.81999969482422,78.81999969482422,78.81999969482422,78.8161849975586,0
40,1993-06-30,78.58000183105469,78.58000183105469,78.58000183105469,78.58000183105469,78.57621002197266,0
41,1993-07-01,77.8499984741211,77.8499984741211,77.8499984741211,77.8499984741211,77.84623718261719,0
42,1993-07-02,77.62000274658203,77.62000274658203,77.62000274658203,77.62000274658203,77.61624908447266,0
43,1993-07-06,75.47000122070312,75.47000122070312,75.47000122070312,75.47000122070312,75.46635437011719,0
44,1993-07-07,75.26000213623047,75.26000213623047,75.26000213623047,75.26000213623047,75.25636291503906,0
45,1993-07-08,76.2300033569336,76.2300033569336,76.2300033569336,76.2300033569336,76.226318359375,0
46,1993-07-09,76.87000274658203,76.87000274658203,76.87000274658203,76.87000274658203,76.86628723144531,0
47,1993-07-12,77.80999755859375,77.80999755859375,77.80999755859375,77.80999755859375,77.80623626708984,0
48,1993-07-13,77.45999908447266,77.45999908447266,77.45999908447266,77.45999908447266,77.45625305175781,0
49,1993-07-14,77.37000274658203,77.37000274658203,77.37000274658203,77.37000274658203,77.36625671386719,0
50,1993-07-15,76.58999633789062,76.58999633789062,76.58999633789062,76.58999633789062,76.58628845214844,0
51,1993-07-16,73.83000183105469,73.83000183105469,73.83000183105469,73.83000183105469,73.82643127441406,0
52,1993-07-19,72.62000274658203,72.62000274658203,72.62000274658203,72.62000274658203,72.61650085449219,0
53,1993-07-20,73.76000213623047,73.76000213623047,73.76000213623047,73.76000213623047,73.75643157958984,0
54,1993-07-21,73.93000030517578,73.93000030517578,73.93000030517578,73.93000030517578,73.92642974853516,0
55,1993-07-22,73.30000305175781,73.30000305175781,73.30000305175781,73.30000305175781,73.29646301269531,0
56,1993-07-23,74.04000091552734,74.04000091552734,74.04000091552734,74.04000091552734,74.03643035888672,0
57,1993-07-26,74.08999633789062,74.08999633789062,74.08999633789062,74.08999633789062,74.08641052246094,0
58,1993-07-27,74.13999938964844,74.13999938964844,74.13999938964844,74.13999938964844,74.13641357421875,0
59,1993-07-28,73.80000305175781,73.80000305175781,73.80000305175781,73.80000305175781,73.79643249511719,0
60,1993-07-29,73.62000274658203,73.62000274658203,73.62000274658203,73.62000274658203,73.61643981933594,0
61,1993-07-30,73.77999877929688,73.77999877929688,73.77999877929688,73.77999877929688,73.77642822265625,0
