DATE,VXAPLCLS
2019-07-04,.
2019-07-05,26.52
2019-07-08,29.49
2019-07-09,29.24
2019-07-10,27.52
2019-07-11,28.27
2019-07-12,27.16
2019-07-15,28.07
2019-07-16,27.97
2019-07-17,28.65
2019-07-18,27.82
2019-07-19,28.97
2019-07-22,28.59
2019-07-23,28.37
2019-07-24,28.09
2019-07-25,27.99
2019-07-26,27.7
2019-07-29,29.17
2019-07-30,28.64
2019-07-31,24.95
2019-08-01,30.16
2019-08-02,29.77
2019-08-05,36.71
2019-08-06,33.5
2019-08-07,32.76
2019-08-08,29.6
2019-08-09,31.09
2019-08-12,32.51
2019-08-13,27.43
2019-08-14,34.52
2019-08-15,34.06
2019-08-16,29.87
2019-08-19,28.17
2019-08-20,27.13
2019-08-21,27.36
2019-08-22,27.81
2019-08-23,36.54
2019-08-26,33.41
2019-08-27,34.32
2019-08-28,33.16
2019-08-29,31.04
2019-08-30,30.91
2019-09-02,.
2019-09-03,32.77
2019-09-04,29.81
2019-09-05,27.44
2019-09-06,27.09
2019-09-09,27.39
2019-09-10,26.37
2019-09-11,25.74
2019-09-12,25.66
2019-09-13,26.35
2019-09-16,26.27
2019-09-17,26.22
2019-09-18,25.73
2019-09-19,25.77
2019-09-20,26.87
2019-09-23,27.09
2019-09-24,29.43
2019-09-25,28.09
2019-09-26,28.24
2019-09-27,29.07
2019-09-30,28.85
2019-10-01,30.45
2019-10-02,33.37
2019-10-03,31.87
2019-10-04,29.49
2019-10-07,31.37
2019-10-08,33.4
2019-10-09,32.14
2019-10-10,32.1
2019-10-11,31.3
2019-10-14,31.52
2019-10-15,30.21
2019-10-16,29.41
2019-10-17,28.96
2019-10-18,29.75
2019-10-21,28.77
2019-10-22,29.52
2019-10-23,28.93
2019-10-24,28.2
2019-10-25,27.82
2019-10-28,28.65
2019-10-29,31.46
2019-10-30,35.14
2019-10-31,23.7
2019-11-01,23.42
2019-11-04,25.4
2019-11-05,22.4
2019-11-06,21.81
2019-11-07,21.73
2019-11-08,21.54
2019-11-11,21.03
2019-11-12,21.36
2019-11-13,21.77
2019-11-14,22.14
2019-11-15,21.54
2019-11-18,22.32
2019-11-19,23.39
2019-11-20,24.85
2019-11-21,26.26
2019-11-22,24.17
2019-11-25,23.08
2019-11-26,22.92
2019-11-27,22.35
2019-11-28,.
2019-11-29,23.68
2019-12-02,25.5
2019-12-03,27.33
2019-12-04,26.22
2019-12-05,25.87
2019-12-06,23.52
2019-12-09,24.75
2019-12-10,23.58
2019-12-11,23.86
2019-12-12,23.42
2019-12-13,21.45
2019-12-16,21.47
2019-12-17,21.36
2019-12-18,21.02
2019-12-19,21.88
2019-12-20,21.55
2019-12-23,22.28
2019-12-24,23.4
2019-12-25,.
2019-12-26,25.25
2019-12-27,27.81
2019-12-30,28.82
2019-12-31,28.13
2020-01-01,.
2020-01-02,29.29
2020-01-03,29.29
2020-01-06,29.32
2020-01-07,29.54
2020-01-08,28.8
2020-01-09,30.58
2020-01-10,31.67
2020-01-13,34.47
2020-01-14,34.83
2020-01-15,34.88
2020-01-16,33.05
2020-01-17,31.54
2020-01-20,.
2020-01-21,31.97
2020-01-22,31.44
2020-01-23,31.72
2020-01-24,35.01
2020-01-27,38.0
2020-01-28,34.34
2020-01-29,28.23
2020-01-30,27.73
2020-01-31,35.24
2020-02-03,31.94
2020-02-04,28.74
2020-02-05,28.75
2020-02-06,26.99
2020-02-07,29.7
2020-02-10,29.91
2020-02-11,30.43
2020-02-12,28.32
2020-02-13,27.98
2020-02-14,26.54
2020-02-17,.
2020-02-18,27.59
2020-02-19,25.9
2020-02-20,28.08
2020-02-21,31.64
2020-02-24,39.68
2020-02-25,42.97
2020-02-26,39.83
2020-02-27,50.65
2020-02-28,58.81
2020-03-02,43.32
2020-03-03,51.03
2020-03-04,42.36
2020-03-05,52.39
2020-03-06,56.65
2020-03-09,69.01
2020-03-10,60.76
2020-03-11,66.91
2020-03-12,83.52
2020-03-13,68.0
2020-03-16,101.69
2020-03-17,90.64
2020-03-18,93.29
2020-03-19,87.3
2020-03-20,84.61
2020-03-23,74.14
2020-03-24,68.68
2020-03-25,75.04
2020-03-26,67.53
2020-03-27,70.52
2020-03-30,64.36
2020-03-31,61.56
2020-04-01,69.41
2020-04-02,63.17
2020-04-03,60.19
2020-04-06,51.61
2020-04-07,54.2
2020-04-08,49.23
2020-04-09,48.18
2020-04-10,.
2020-04-13,47.92
2020-04-14,44.42
2020-04-15,47.92
2020-04-16,46.84
2020-04-17,46.34
2020-04-20,50.57
2020-04-21,53.62
2020-04-22,50.22
2020-04-23,48.48
2020-04-24,42.77
2020-04-27,40.74
2020-04-28,42.71
2020-04-29,38.45
2020-04-30,39.11
2020-05-01,39.01
2020-05-04,37.43
2020-05-05,35.33
2020-05-06,34.45
2020-05-07,32.92
2020-05-08,30.66
2020-05-11,32.46
2020-05-12,34.05
2020-05-13,39.3
2020-05-14,38.18
2020-05-15,36.57
2020-05-18,33.0
2020-05-19,35.08
2020-05-20,32.89
2020-05-21,34.16
2020-05-22,31.47
2020-05-25,.
2020-05-26,31.84
2020-05-27,31.66
2020-05-28,31.75
2020-05-29,31.09
2020-06-01,30.99
2020-06-02,29.5
2020-06-03,28.53
2020-06-04,29.17
2020-06-05,27.07
2020-06-08,27.89
2020-06-09,30.27
2020-06-10,31.65
2020-06-11,39.96
2020-06-12,38.83
2020-06-15,37.33
2020-06-16,36.2
2020-06-17,36.8
2020-06-18,36.35
2020-06-19,37.39
2020-06-22,36.53
2020-06-23,37.23
2020-06-24,39.68
2020-06-25,39.23
2020-06-26,41.19
2020-06-29,39.12
2020-06-30,37.08
2020-07-01,36.61
2020-07-02,33.97
2020-07-03,.
2020-07-06,35.35
2020-07-07,37.52
2020-07-08,38.17
2020-07-09,40.31
2020-07-10,39.74
2020-07-13,45.42
2020-07-14,46.87
2020-07-15,47.02
2020-07-16,46.51
2020-07-17,41.98
2020-07-20,39.31
2020-07-21,39.72
2020-07-22,38.01
2020-07-23,41.37
2020-07-24,38.61
2020-07-27,36.98
2020-07-28,36.67
2020-07-29,36.02
2020-07-30,34.93
2020-07-31,37.08
2020-08-03,40.37
2020-08-04,38.6
2020-08-05,36.5
2020-08-06,38.57
2020-08-07,40.45
2020-08-10,42.29
2020-08-11,43.53
2020-08-12,40.28
2020-08-13,41.45
2020-08-14,41.17
2020-08-17,41.03
2020-08-18,38.57
2020-08-19,38.96
2020-08-20,39.8
2020-08-21,48.28
2020-08-24,53.51
2020-08-25,49.7
2020-08-26,54.87
2020-08-27,56.53
2020-08-28,53.61
2020-08-31,53.59
2020-09-01,56.2
2020-09-02,61.64
2020-09-03,66.29
2020-09-04,62.87
2020-09-07,.
2020-09-08,63.31
2020-09-09,55.72
2020-09-10,54.05
2020-09-11,50.83
2020-09-14,49.29
2020-09-15,48.31
2020-09-16,50.6
2020-09-17,51.54
2020-09-18,51.93
2020-09-21,54.55
2020-09-22,51.83
2020-09-23,54.39
2020-09-24,54.08
2020-09-25,51.06
2020-09-28,50.63
2020-09-29,50.46
2020-09-30,48.65
2020-10-01,49.92
2020-10-02,52.38
2020-10-05,49.9
2020-10-06,53.22
2020-10-07,50.36
2020-10-08,48.79
2020-10-09,47.44
2020-10-12,50.26
2020-10-13,50.27
2020-10-14,48.7
2020-10-15,48.86
2020-10-16,48.24
2020-10-19,50.23
2020-10-20,48.57
2020-10-21,49.15
2020-10-22,48.43
2020-10-23,47.25
2020-10-26,50.57
2020-10-27,49.0
2020-10-28,54.69
2020-10-29,49.71
2020-10-30,46.72
2020-11-02,47.39
2020-11-03,44.65
2020-11-04,41.2
2020-11-05,39.69
2020-11-06,36.68
2020-11-09,38.42
2020-11-10,38.84
2020-11-11,35.62
2020-11-12,37.14
2020-11-13,34.15
2020-11-16,33.89
2020-11-17,34.15
2020-11-18,34.25
2020-11-19,33.99
2020-11-20,33.69
2020-11-23,35.75
2020-11-24,34.49
2020-11-25,34.6
2020-11-26,.
2020-11-27,35.28
2020-11-30,37.78
2020-12-01,38.7
2020-12-02,39.59
2020-12-03,38.17
2020-12-04,37.3
2020-12-07,38.36
2020-12-08,37.79
2020-12-09,39.14
2020-12-10,39.02
2020-12-11,39.74
2020-12-14,38.44
2020-12-15,39.7
2020-12-16,38.97
2020-12-17,38.62
2020-12-18,41.09
2020-12-21,43.16
2020-12-22,42.17
2020-12-23,41.12
2020-12-24,42.22
2020-12-25,.
2020-12-28,43.17
2020-12-29,41.66
2020-12-30,42.28
2020-12-31,42.47
2021-01-01,.
2021-01-04,46.74
2021-01-05,44.2
2021-01-06,46.12
2021-01-07,43.92
2021-01-08,44.22
2021-01-11,48.97
2021-01-12,48.34
2021-01-13,47.2
2021-01-14,48.26
2021-01-15,47.49
2021-01-18,.
2021-01-19,43.99
2021-01-20,45.36
2021-01-21,46.27
2021-01-22,46.48
2021-01-25,51.12
2021-01-26,51.91
2021-01-27,50.72
2021-01-28,46.93
2021-01-29,50.01
2021-02-01,44.38
2021-02-02,39.26
2021-02-03,39.16
2021-02-04,37.9
2021-02-05,35.89
2021-02-08,35.79
2021-02-09,36.68
2021-02-10,36.69
2021-02-11,35.59
2021-02-12,34.65
2021-02-15,.
2021-02-16,35.52
2021-02-17,36.57
2021-02-18,37.27
2021-02-19,34.73
2021-02-22,38.7
2021-02-23,40.66
2021-02-24,39.77
2021-02-25,46.53
2021-02-26,43.55
2021-03-01,37.07
2021-03-02,38.57
2021-03-03,41.67
2021-03-04,44.58
2021-03-05,40.86
2021-03-08,45.48
2021-03-09,40.02
2021-03-10,40.66
2021-03-11,38.41
2021-03-12,38.34
2021-03-15,38.0
2021-03-16,36.06
2021-03-17,36.75
2021-03-18,40.8
2021-03-19,37.91
2021-03-22,33.96
2021-03-23,33.93
2021-03-24,35.6
2021-03-25,35.32
2021-03-26,34.02
2021-03-29,35.69
2021-03-30,35.43
2021-03-31,33.99
2021-04-01,32.29
2021-04-02,.
2021-04-05,33.77
2021-04-06,33.22
2021-04-07,32.81
2021-04-08,32.98
2021-04-09,33.25
2021-04-12,34.41
2021-04-13,35.53
2021-04-14,36.83
2021-04-15,35.15
2021-04-16,34.64
2021-04-19,34.91
2021-04-20,35.91
2021-04-21,34.4
2021-04-22,35.1
2021-04-23,32.86
2021-04-26,33.79
2021-04-27,32.56
2021-04-28,31.55
2021-04-29,28.41
2021-04-30,27.68
2021-05-03,27.06
2021-05-04,31.27
2021-05-05,30.43
2021-05-06,29.53
2021-05-07,28.22
2021-05-10,30.66
2021-05-11,32.71
2021-05-12,39.62
2021-05-13,35.17
2021-05-14,29.73
2021-05-17,30.43
2021-05-18,31.0
2021-05-19,32.55
2021-05-20,28.59
2021-05-21,29.3
2021-05-24,26.8
2021-05-25,27.06
2021-05-26,26.18
2021-05-27,26.41
2021-05-28,25.58
2021-05-31,.
2021-06-01,27.33
2021-06-02,26.31
2021-06-03,27.44
2021-06-04,26.02
2021-06-07,26.13
2021-06-08,26.02
2021-06-09,25.79
2021-06-10,24.75
2021-06-11,23.22
2021-06-14,24.67
2021-06-15,25.19
2021-06-16,25.79
2021-06-17,24.78
2021-06-18,26.83
2021-06-21,25.15
2021-06-22,25.63
2021-06-23,25.29
2021-06-24,24.98
2021-06-25,24.77
2021-06-28,25.52
2021-06-29,25.51
2021-06-30,26.02
2021-07-01,26.15
2021-07-02,26.36
2021-07-05,.
2021-07-06,29.64
2021-07-07,30.47
2021-07-08,32.09
2021-07-09,31.43
2021-07-12,30.58
2021-07-13,30.78
2021-07-14,31.63
2021-07-15,31.73
2021-07-16,32.25
2021-07-19,34.69
2021-07-20,32.98
2021-07-21,32.14
2021-07-22,31.88
2021-07-23,29.98
2021-07-26,30.44
2021-07-27,30.99
2021-07-28,28.08
2021-07-29,25.98
2021-07-30,26.35
2021-08-02,26.45
2021-08-03,26.22
2021-08-04,26.45
2021-08-05,25.75
2021-08-06,24.54
2021-08-09,24.62
2021-08-10,25.28
2021-08-11,24.87
2021-08-12,25.91
2021-08-13,25.09
2021-08-16,27.17
2021-08-17,30.01
2021-08-18,31.41
2021-08-19,32.77
2021-08-20,30.26
2021-08-23,27.95
2021-08-24,26.95
2021-08-25,26.09
2021-08-26,27.48
2021-08-27,25.27
2021-08-30,28.04
2021-08-31,28.15
2021-09-01,27.21
2021-09-02,27.86
2021-09-03,27.02
2021-09-06,.
2021-09-07,29.15
2021-09-08,29.81
2021-09-09,29.23
2021-09-10,32.22
2021-09-13,29.25
2021-09-14,29.06
2021-09-15,27.69
2021-09-16,27.33
2021-09-17,29.38
2021-09-20,34.55
2021-09-21,32.54
2021-09-22,30.2
2021-09-23,28.72
2021-09-24,28.04
2021-09-27,29.34
2021-09-28,34.37
2021-09-29,33.52
2021-09-30,34.29
2021-10-01,30.39
2021-10-04,35.13
2021-10-05,32.35
2021-10-06,31.68
2021-10-07,30.9
2021-10-08,30.05
2021-10-11,30.81
2021-10-12,31.15
2021-10-13,29.72
2021-10-14,27.04
2021-10-15,26.08
2021-10-18,25.92
2021-10-19,26.06
2021-10-20,26.2
2021-10-21,25.89
2021-10-22,26.79
2021-10-25,27.1
2021-10-26,26.78
2021-10-27,28.29
2021-10-28,26.97
2021-10-29,24.42
2021-11-01,24.4
2021-11-02,24.4
2021-11-03,24.16
2021-11-04,24.68
2021-11-05,25.13
2021-11-08,25.5
2021-11-09,26.49
2021-11-10,27.56
2021-11-11,26.35
2021-11-12,25.5
2021-11-15,25.63
2021-11-16,25.07
2021-11-17,25.86
2021-11-18,27.96
2021-11-19,27.37
2021-11-22,28.71
2021-11-23,30.32
2021-11-24,29.66
2021-11-25,.
2021-11-26,34.07
2021-11-29,30.36
2021-11-30,33.12
2021-12-01,37.7
2021-12-02,34.87
2021-12-03,36.82
2021-12-06,34.42
2021-12-07,33.22
2021-12-08,33.39
2021-12-09,35.04
2021-12-10,33.71
2021-12-13,34.35
2021-12-14,34.96
2021-12-15,33.12
2021-12-16,37.33
2021-12-17,34.93
2021-12-20,35.73
2021-12-21,32.37
2021-12-22,31.21
2021-12-23,29.99
2021-12-24,.
2021-12-27,31.38
2021-12-28,31.65
2021-12-29,30.87
2021-12-30,30.53
2021-12-31,30.34
2022-01-03,30.75
2022-01-04,31.35
2022-01-05,34.01
2022-01-06,33.63
2022-01-07,33.03
2022-01-10,33.59
2022-01-11,31.54
2022-01-12,30.91
2022-01-13,33.89
2022-01-14,32.37
2022-01-17,.
2022-01-18,37.32
2022-01-19,37.21
2022-01-20,38.29
2022-01-21,40.59
2022-01-24,42.39
2022-01-25,45.32
2022-01-26,44.97
2022-01-27,45.91
2022-01-28,35.63
2022-01-31,31.41
2022-02-01,30.46
2022-02-02,29.46
2022-02-03,34.18
2022-02-04,31.94
2022-02-07,32.1
2022-02-08,29.77
2022-02-09,28.0
2022-02-10,30.86
2022-02-11,34.77
2022-02-14,34.63
2022-02-15,30.67
2022-02-16,29.9
2022-02-17,34.12
2022-02-18,33.75
2022-02-21,.
2022-02-22,34.74
2022-02-23,37.52
2022-02-24,35.64
2022-02-25,32.86
2022-02-28,34.19
2022-03-01,38.08
2022-03-02,34.44
2022-03-03,34.73
2022-03-04,38.74
2022-03-07,42.83
2022-03-08,41.93
2022-03-09,36.77
2022-03-10,38.16
2022-03-11,40.61
2022-03-14,43.66
2022-03-15,38.99
2022-03-16,33.96
2022-03-17,32.79
2022-03-18,30.56
2022-03-21,32.04
2022-03-22,30.07
2022-03-23,32.09
2022-03-24,30.74
2022-03-25,29.91
2022-03-28,30.78
2022-03-29,29.59
2022-03-30,30.83
2022-03-31,31.63
2022-04-01,29.98
2022-04-04,29.79
2022-04-05,31.64
2022-04-06,33.58
2022-04-07,33.3
2022-04-08,33.11
2022-04-11,36.67
2022-04-12,35.14
2022-04-13,32.59
2022-04-14,35.23
2022-04-15,.
2022-04-18,34.63
2022-04-19,28.65
2022-04-20,34.78
2022-04-21,36.71
